fecha,petroleo_mbd
2025-02-01,93.02572631835938
2025-03-01,93.53922271728516
2025-04-01,93.67845153808594
2025-05-01,94.3345947265625
2025-06-01,94.90929412841797
2025-07-01,93.8188247680664
2025-08-01,92.76050567626953
2025-09-01,92.76050567626953
2025-10-01,92.76050567626953
2025-11-01,92.56022644042969
2025-12-01,92.47245025634766
2026-01-01,94.31109619140625
